Crime Code,year,date_reported,DR_NO,TIME OCC,AREA ,Crm Cd,LAT,LON,Crime Count
420,2016,2016-11-29,482571706,4465,25,1260,102.15090000000001,-354.805,3
956,2016,2016-11-29,161323735,2330,13,956,34.0057,-118.274,1
354,2016,2016-11-29,481468978,3800,14,1062,102.2071,-354.799,3
210,2016,2016-11-29,161323741,2210,13,210,34.0187,-118.2726,1
341,2016,2016-11-29,320454370,2635,4,682,68.0669,-236.5417,2
480,2016,2016-11-29,161119868,1620,11,480,34.0917,-118.2741,1
510,2016,2016-11-29,482775432,5580,27,1530,102.0561,-354.7985,3
668,2016,2016-11-29,161323700,800,13,668,34.0335,-118.2737,1
626,2016,2016-11-29,481672857,4040,16,1878,102.12290000000002,-354.80060000000003,3
624,2016,2016-11-29,321451762,675,14,1248,68.05279999999999,-236.54160000000002,2
627,2016,2016-11-29,160221065,1600,2,627,34.0559,-118.2756,1
860,2016,2016-11-30,160221125,930,2,860,34.0687,-118.2749,1
930,2016,2016-11-30,161323784,430,13,930,34.0118,-118.2606,1
763,2016,2016-11-30,160221173,2135,2,763,34.0389,-118.2762,1
922,2016,2016-11-30,160221106,30,2,922,34.0667,-118.2703,1
740,2016,2016-11-30,320349290,2030,3,1480,68.0907,-236.53140000000002,2
480,2016,2016-11-30,160221096,2300,2,480,34.0683,-118.2739,1
410,2016,2016-11-30,160221122,950,2,410,34.0714,-118.279,1
354,2016,2016-11-30,161323766,1200,13,354,34.0092,-118.2692,1
649,2016,2016-11-30,161119932,1300,11,649,34.1056,-118.2728,1
230,2016,2016-11-30,160221099,1420,2,230,34.0847,-118.2762,1
210,2016,2016-11-30,481766082,5675,17,630,102.112,-354.8278,3
420,2016,2016-11-30,322443689,3400,24,840,68.1173,-236.5315,2
510,2016,2016-11-30,644883439,6950,48,2040,136.2397,-473.0738,4
440,2016,2016-11-30,160326290,1620,3,440,34.0261,-118.2773,1
624,2016,2016-11-30,481766049,4475,17,1872,102.1403,-354.811,3
330,2016,2016-11-30,320442246,3930,4,660,68.136,-236.5266,2
310,2016,2016-11-30,481766088,1241,17,930,102.1392,-354.7972,3
626,2016,2016-11-30,483971383,2700,39,1878,102.0626,-354.81419999999997,3
480,2016,2016-12-01,160221197,1900,2,480,34.0598,-118.2734,1
220,2016,2016-12-01,160221182,715,2,220,34.0573,-118.2699,1
440,2016,2016-12-01,320349411,3025,3,880,68.1015,-236.5331,2
442,2016,2016-12-01,161119946,2010,11,442,34.1053,-118.2785,1
330,2016,2016-12-01,642589572,8245,25,1320,136.3107,-473.0587,4
860,2016,2016-12-01,161323862,926,13,860,34.0039,-118.2609,1
310,2016,2016-12-01,161119976,1200,11,310,34.1109,-118.2795,1
354,2016,2016-12-01,161119974,1200,11,354,34.108000000000004,-118.2719,1
230,2016,2016-12-01,160221176,40,2,230,34.0413,-118.2742,1
900,2016,2016-12-01,161323831,146,13,900,34.0218,-118.2665,1
930,2016,2016-12-01,160326387,1000,3,930,34.0326,-118.2763,1
420,2016,2016-12-01,642793199,5835,27,1680,136.2052,-473.082,4
624,2016,2016-12-01,321452038,1620,14,1248,68.0503,-236.5371,2
740,2016,2016-12-01,321545030,1010,15,1480,68.0901,-236.5382,2
510,2016,2016-12-01,160221178,1700,2,510,34.0547,-118.2772,1
888,2016,2016-12-01,161323829,1430,13,888,34.0037,-118.2609,1
890,2016,2016-12-02,160221256,1241,2,890,34.0674,-118.2753,1
946,2016,2016-12-02,161323917,800,13,946,34.0039,-118.2665,1
210,2016,2016-12-02,481746111,5240,17,630,102.1688,-354.80359999999996,3
354,2016,2016-12-02,320547763,1901,5,708,68.11160000000001,-236.5544,2
442,2016,2016-12-02,160201014,1800,2,442,34.0657,-118.26799999999999,1
420,2016,2016-12-02,481562516,5030,15,1260,102.23340000000002,-354.813,3
626,2016,2016-12-02,160221211,1230,2,626,34.0649,-118.2797,1
310,2016,2016-12-02,320442421,2575,4,620,68.1347,-236.53859999999997,2
740,2016,2016-12-02,320442467,3360,4,1480,68.1506,-236.549,2
480,2016,2016-12-02,160221213,1600,2,480,34.0585,-118.2725,1
330,2016,2016-12-02,805109192,9230,50,1650,170.30259999999998,-591.3501,5
350,2016,2016-12-02,160221326,1120,2,350,34.0524,-118.2633,1
510,2016,2016-12-02,480663626,5445,6,1530,102.198,-354.8174,3
230,2016,2016-12-02,160221205,730,2,230,34.0667,-118.2703,1
662,2016,2016-12-02,160221262,900,2,662,34.0535,-118.2609,1
745,2016,2016-12-02,321545107,3015,15,1490,68.04849999999999,-236.5507,2
624,2016,2016-12-02,481673424,3080,16,1872,102.1217,-354.8066,3
666,2016,2016-12-02,161120053,1045,11,666,34.0917,-118.2796,1
121,2016,2016-12-02,160221204,2200,2,121,34.0507,-118.2776,1
510,2016,2016-12-03,482869165,4550,28,1530,102.09609999999999,-354.8116,3
626,2016,2016-12-03,160128315,1800,1,626,34.0462,-118.2628,1
740,2016,2016-12-03,320442565,2305,4,1480,68.15,-236.5395,2
745,2016,2016-12-03,321341342,3500,13,1490,68.136,-236.53300000000002,2
624,2016,2016-12-03,1449570643,4596,94,5616,306.7807,-1064.4018,9
440,2016,2016-12-03,322647928,2030,26,880,68.04079999999999,-236.5393,2
901,2016,2016-12-03,161324006,1200,13,901,34.0067,-118.26,1
946,2016,2016-12-03,161120070,500,11,946,34.0815,-118.2638,1
649,2016,2016-12-03,161120049,1200,11,649,34.0908,-118.2669,1
330,2016,2016-12-03,641597954,5800,15,1320,136.2332,-473.07700000000006,4
354,2016,2016-12-03,161324007,1843,13,354,34.0149,-118.2709,1
420,2016,2016-12-03,322443998,816,24,840,68.1117,-236.5444,2
662,2016,2016-12-03,161323995,1130,13,662,34.0174,-118.2621,1
121,2016,2016-12-03,320322754,3630,3,242,68.1061,-236.5263,2
903,2016,2016-12-04,161120132,1527,11,903,34.1207,-118.2641,1
420,2016,2016-12-04,480477988,3060,4,1260,102.16120000000001,-354.79650000000004,3
951,2016,2016-12-04,160128339,300,1,951,34.0479,-118.2612,1
920,2016,2016-12-04,322648037,3290,26,1840,68.05,-236.5236,2
740,2016,2016-12-04,481766632,4670,17,2220,102.15790000000001,-354.81579999999997,3
930,2016,2016-12-04,321525040,2600,15,1860,68.0847,-236.5279,2
210,2016,2016-12-04,644100311,7611,40,840,136.0634,-473.07840000000004,4
310,2016,2016-12-04,321545321,725,15,620,68.0729,-236.5249,2
480,2016,2016-12-04,160221324,1600,2,480,34.0692,-118.2792,1
341,2016,2016-12-04,160128356,2100,1,341,34.0431,-118.2692,1
626,2016,2016-12-04,482776375,4135,27,1878,102.0735,-354.8056,3
510,2016,2016-12-04,161120103,715,11,510,34.0971,-118.2602,1
230,2016,2016-12-04,160221317,1840,2,230,34.0579,-118.2711,1
440,2016,2016-12-04,803803309,7105,37,2200,170.44969999999998,-591.3583,5
251,2016,2016-12-04,160201017,2155,2,251,34.0544,-118.2723,1
330,2016,2016-12-04,641863821,7967,18,1320,136.24560000000002,-473.0705,4
442,2016,2016-12-04,480385036,2878,3,1326,102.14489999999999,-354.78929999999997,3
624,2016,2016-12-04,642997639,3045,29,2496,136.1702,-473.0671,4
442,2016,2016-12-05,161120187,1445,11,442,34.1053,-118.2785,1
668,2016,2016-12-05,161324040,1,13,668,34.0344,-118.272,1
230,2016,2016-12-05,320442775,4510,4,460,68.1046,-236.5352,2
440,2016,2016-12-05,322444241,2945,24,880,68.1259,-236.5245,2
888,2016,2016-12-05,161324093,2145,13,888,34.0268,-118.2702,1
664,2016,2016-12-05,161324058,930,13,664,34.0199,-118.2733,1
740,2016,2016-12-05,643090810,7085,30,2960,136.1524,-473.08840000000004,4
648,2016,2016-12-05,161324055,200,13,648,34.0035,-118.2691,1
901,2016,2016-12-05,160221340,1045,2,901,34.059,-118.2725,1
310,2016,2016-12-05,321545464,2000,15,620,68.0591,-236.5404,2
121,2016,2016-12-05,161324081,200,13,121,34.0289,-118.2686,1
220,2016,2016-12-05,160326644,130,3,220,34.0251,-118.27799999999999,1
510,2016,2016-12-05,322444165,2101,24,1020,68.1027,-236.5377,2
236,2016,2016-12-05,160128430,1940,1,236,34.043,-118.2606,1
745,2016,2016-12-05,320422369,2400,4,1490,68.1278,-236.55290000000002,2
330,2016,2016-12-05,161120153,2115,11,330,34.0889,-118.2627,1
762,2016,2016-12-05,160326641,1215,3,762,34.0326,-118.2763,1
341,2016,2016-12-05,320256804,2735,2,682,68.0917,-236.5233,2
420,2016,2016-12-05,160221367,1700,2,420,34.05,-118.2713,1
930,2016,2016-12-05,481673835,3380,16,2790,102.09799999999998,-354.797,3
354,2016,2016-12-05,322648241,2606,26,708,68.0309,-236.5426,2
624,2016,2016-12-06,802399920,7395,23,3120,170.1784,-591.3605,5
740,2016,2016-12-06,480664321,3200,6,2220,102.17099999999999,-354.8293,3
310,2016,2016-12-06,320349849,1160,3,620,68.10929999999999,-236.5317,2
354,2016,2016-12-06,160326686,1,3,354,34.0253,-118.2763,1
210,2016,2016-12-06,483972427,5203,39,630,102.04820000000001,-354.78589999999997,3
886,2016,2016-12-06,320442820,3425,4,1772,68.1438,-236.54520000000002,2
341,2016,2016-12-06,161324145,2115,13,341,34.0111,-118.2774,1
649,2016,2016-12-06,160221427,600,2,649,34.0625,-118.2714,1
230,2016,2016-12-06,804415439,7900,43,1150,170.1336,-591.3361,5
330,2016,2016-12-06,482368923,3620,23,990,102.20349999999999,-354.8131,3
626,2016,2016-12-06,160221424,1440,2,626,34.0509,-118.2642,1
480,2016,2016-12-06,160128505,1900,1,480,34.0407,-118.26799999999999,1
420,2016,2016-12-06,802209743,7015,21,2100,170.2732,-591.338,5
442,2016,2016-12-06,160128491,1700,1,442,34.0483,-118.2631,1
761,2016,2016-12-06,480664207,6035,6,2283,102.16770000000001,-354.8184,3
745,2016,2016-12-06,640886062,6575,8,2980,136.22969999999998,-473.0938,4
900,2016,2016-12-06,160221444,1230,2,900,34.0594,-118.2644,1
121,2016,2016-12-06,161324154,1830,13,121,34.0141,-118.277,1
440,2016,2016-12-06,482951724,4485,29,1320,102.0565,-354.80719999999997,3
510,2016,2016-12-06,161324116,1400,13,510,34.0244,-118.2676,1
910,2016,2016-12-06,321341601,2660,13,1820,68.2118,-236.543,2
850,2016,2016-12-06,160221418,930,2,850,34.0389,-118.2762,1
662,2016,2016-12-06,160221420,730,2,662,34.0554,-118.2702,1
237,2016,2016-12-07,161300897,2330,13,237,34.0035,-118.2691,1
210,2016,2016-12-07,482665990,5920,26,630,102.176,-354.8051,3
761,2016,2016-12-07,161324177,1302,13,761,34.0226,-118.266,1
624,2016,2016-12-07,161120306,1800,11,624,34.093,-118.2724,1
236,2016,2016-12-07,161300898,1030,13,236,34.0132,-118.2603,1
649,2016,2016-12-07,321452867,1701,14,1298,68.0522,-236.5308,2
930,2016,2016-12-07,160221464,1600,2,930,34.0559,-118.2756,1
341,2016,2016-12-07,161324251,800,13,341,34.0136,-118.2611,1
331,2016,2016-12-07,161120263,2230,11,331,34.1109,-118.2795,1
664,2016,2016-12-07,160221465,1115,2,664,34.0621,-118.2619,1
230,2016,2016-12-07,161300895,1030,13,230,34.024,-118.2692,1
444,2016,2016-12-07,160128535,1218,1,444,34.0483,-118.2631,1
943,2016,2016-12-07,160221454,745,2,943,34.0477,-118.2751,1
627,2016,2016-12-07,161324172,2300,13,627,34.0035,-118.2691,1
745,2016,2016-12-07,321248979,3915,12,1490,68.1312,-236.5397,2
354,2016,2016-12-07,491546522,2600,15,1062,102.2271,-354.8048,3
902,2016,2016-12-07,161324243,1200,13,902,34.0258,-118.2613,1
626,2016,2016-12-07,320442931,2050,4,1252,68.1137,-236.5443,2
813,2016,2016-12-07,160221466,1800,2,813,34.0605,-118.2694,1
330,2016,2016-12-07,161120280,2200,11,330,34.0911,-118.27600000000001,1
740,2016,2016-12-07,160128513,200,1,740,34.0483,-118.2631,1
510,2016,2016-12-07,321545623,2630,15,1020,68.07939999999999,-236.55,2
341,2016,2016-12-08,320350265,1650,3,682,68.1044,-236.543,2
626,2016,2016-12-08,801014956,5330,9,3130,170.3036,-591.3676,5
745,2016,2016-12-08,160221494,1110,2,745,34.0729,-118.2664,1
330,2016,2016-12-08,643091614,5060,30,1320,136.14280000000002,-473.09929999999997,4
900,2016,2016-12-08,160221535,2230,2,900,34.0496,-118.2677,1
420,2016,2016-12-08,481674647,4030,16,1260,102.1514,-354.8044,3
230,2016,2016-12-08,1282100562,12870,19,1840,272.32189999999997,-946.1766,8
624,2016,2016-12-08,482870198,4467,28,1872,102.0652,-354.7982,3
740,2016,2016-12-08,160221470,1720,2,740,34.0496,-118.2677,1
930,2016,2016-12-08,160221588,1800,2,930,34.0534,-118.2745,1
440,2016,2016-12-08,161324329,1000,13,440,34.0039,-118.2717,1
932,2016,2016-12-08,160326830,700,3,932,34.0264,-118.27799999999999,1
510,2016,2016-12-08,802923524,5460,28,2550,170.2873,-591.3548,5
480,2016,2016-12-08,160128816,1130,1,480,34.0352,-118.2654,1
331,2016,2016-12-08,161324321,900,13,331,34.0114,-118.2624,1
442,2016,2016-12-08,482462146,2970,24,1326,102.30769999999998,-354.8178,3
860,2016,2016-12-08,160326794,2100,3,860,34.0333,-118.2797,1
946,2016,2016-12-08,161324364,500,13,946,34.0114,-118.2624,1
210,2016,2016-12-09,160201021,2345,2,210,34.0703,-118.26799999999999,1
230,2016,2016-12-09,480664670,4165,6,690,102.1634,-354.8223,3
310,2016,2016-12-09,803221096,5430,31,1550,170.18649999999997,-591.3486,5
440,2016,2016-12-09,160129075,1630,1,440,34.0363,-118.2672,1
745,2016,2016-12-09,161324423,1700,13,745,34.0144,-118.2705,1
626,2016,2016-12-09,160221571,1800,2,626,34.0632,-118.2771,1
330,2016,2016-12-09,481563458,4410,15,990,102.2622,-354.8288,3
350,2016,2016-12-09,160221537,1800,2,350,34.0596,-118.2749,1
740,2016,2016-12-09,642887874,6270,28,2960,136.26239999999999,-473.0701,4
354,2016,2016-12-09,802210617,5046,21,1770,170.2551,-591.3614,5
442,2016,2016-12-09,320350611,3215,3,884,68.1037,-236.5333,2
320,2016,2016-12-09,160129031,1830,1,320,34.0386,-118.2638,1
624,2016,2016-12-09,962432115,7005,23,3744,204.30540000000005,-709.6314,6
420,2016,2016-12-09,480572158,4230,5,1260,102.19069999999999,-354.81510000000003,3
341,2016,2016-12-09,320443165,3540,4,682,68.1273,-236.5432,2
888,2016,2016-12-09,320443085,2450,4,1776,68.1192,-236.5498,2
330,2016,2016-12-10,641785187,5415,17,1320,136.31150000000002,-473.0725,4
341,2016,2016-12-10,160129147,1430,1,341,34.0337,-118.26100000000001,1
647,2016,2016-12-10,160221639,1855,2,647,34.0757,-118.2777,1
510,2016,2016-12-10,483769224,5630,37,1530,102.13889999999999,-354.8096,3
850,2016,2016-12-10,160221600,720,2,850,34.0529,-118.2733,1
745,2016,2016-12-10,641692742,6160,16,2980,136.2409,-473.0841,4
236,2016,2016-12-10,161324446,1900,13,236,34.003,-118.2696,1
354,2016,2016-12-10,321546026,2400,15,708,68.0767,-236.54090000000002,2
351,2016,2016-12-10,160221594,1255,2,351,34.0694,-118.2655,1
210,2016,2016-12-10,161120459,1920,11,210,34.0789,-118.265,1
740,2016,2016-12-10,322444866,4230,24,1480,68.1322,-236.528,2
310,2016,2016-12-10,160221602,1400,2,310,34.0769,-118.2758,1
626,2016,2016-12-10,161324410,400,13,626,34.0203,-118.2674,1
940,2016,2016-12-10,160221645,1900,2,940,34.0558,-118.2609,1
230,2016,2016-12-10,320350708,2110,3,460,68.0994,-236.54070000000002,2
520,2016,2016-12-10,161120439,2000,11,520,34.0797,-118.2689,1
627,2016,2016-12-10,161120452,1945,11,627,34.0819,-118.2601,1
624,2016,2016-12-10,321546028,2335,15,1248,68.0559,-236.5452,2
420,2016,2016-12-10,643092098,7900,30,1680,136.1658,-473.0655,4
624,2016,2016-12-11,800618709,3750,5,3120,170.2209,-591.3174,5
230,2016,2016-12-11,482870597,1580,28,690,102.0736,-354.827,3
626,2016,2016-12-11,803326834,4964,32,3130,170.1469,-591.3441,5
341,2016,2016-12-11,321453719,2030,14,682,68.0446,-236.5358,2
860,2016,2016-12-11,161120478,200,11,860,34.1123,-118.2775,1
354,2016,2016-12-11,161324495,1,13,354,34.0132,-118.2603,1
510,2016,2016-12-11,161324490,200,13,510,34.0114,-118.2624,1
310,2016,2016-12-11,480664933,2043,6,930,102.2073,-354.80280000000005,3
330,2016,2016-12-11,963331522,7255,32,1980,204.3595,-709.6497,6
933,2016,2016-12-11,161120462,120,11,933,34.0798,-118.2602,1
331,2016,2016-12-11,161120463,2100,11,331,34.1235,-118.2685,1
900,2016,2016-12-11,160221655,1135,2,900,34.0462,-118.27600000000001,1
210,2016,2016-12-11,640794159,4695,7,840,136.1975,-473.0765,4
442,2016,2016-12-11,160129224,905,1,442,34.0483,-118.2631,1
761,2016,2016-12-11,160221623,1500,2,761,34.0565,-118.2768,1
330,2016,2016-12-12,161120518,300,11,330,34.1179,-118.2787,1
624,2016,2016-12-12,480480291,2824,4,1872,102.158,-354.7987,3
664,2016,2016-12-12,160221762,1630,2,664,34.044000000000004,-118.28,1
627,2016,2016-12-12,161300903,700,13,627,34.0131,-118.274,1
341,2016,2016-12-12,160221727,300,2,341,34.0649,-118.2797,1
740,2016,2016-12-12,641581346,5066,15,2960,136.22809999999998,-473.0731,4
626,2016,2016-12-12,160221681,240,2,626,34.0511,-118.2707,1
745,2016,2016-12-12,161324569,1800,13,745,34.0131,-118.2728,1
354,2016,2016-12-12,161120533,1200,11,354,34.1026,-118.26899999999999,1
815,2016,2016-12-12,160221731,1330,2,815,34.0405,-118.2769,1
510,2016,2016-12-12,320654128,2460,6,1020,68.066,-236.5544,2
440,2016,2016-12-12,321651644,2630,16,880,68.0488,-236.5436,2
230,2016,2016-12-12,322649107,2245,26,460,68.03739999999999,-236.5346,2
946,2016,2016-12-12,160221671,2010,2,946,34.0539,-118.2689,1
922,2016,2016-12-12,160221703,5,2,922,34.0591,-118.2635,1
331,2016,2016-12-12,160221733,1000,2,331,34.0503,-118.2765,1
649,2016,2016-12-12,160221807,1630,2,649,34.0674,-118.2753,1
210,2016,2016-12-13,641989929,7205,19,840,136.1768,-473.11120000000005,4
910,2016,2016-12-13,160129337,30,1,910,34.0372,-118.2654,1
951,2016,2016-12-13,160129401,2000,1,951,34.045,-118.264,1
930,2016,2016-12-13,161120560,640,11,930,34.0835,-118.26,1
624,2016,2016-12-13,1607547302,16700,73,6240,340.33799999999997,-1182.6903,10
331,2016,2016-12-13,321546343,2300,15,662,68.0901,-236.554,2
310,2016,2016-12-13,160129377,2130,1,310,34.0483,-118.2631,1
627,2016,2016-12-13,480665250,4600,6,1881,102.16890000000001,-354.82489999999996,3
442,2016,2016-12-13,480480573,5280,4,1326,102.152,-354.7964,3
740,2016,2016-12-13,320351111,1120,3,1480,68.11699999999999,-236.5352,2
860,2016,2016-12-13,320443870,2636,4,1720,68.1353,-236.53539999999998,2
510,2016,2016-12-13,806622971,8655,65,2550,170.0865,-591.35,5
946,2016,2016-12-13,640887014,1200,8,3784,136.3028,-473.1108,4
888,2016,2016-12-13,160221761,45,2,888,34.0677,-118.2731,1
341,2016,2016-12-13,161120542,1500,11,341,34.1314,-118.2658,1
330,2016,2016-12-13,964435186,8860,43,1980,204.3327,-709.6396,6
626,2016,2016-12-13,320443544,4200,4,1252,68.1181,-236.5236,2
440,2016,2016-12-13,161120548,1430,11,440,34.1087,-118.2695,1
420,2016,2016-12-13,480572918,5430,5,1260,102.175,-354.8051,3
745,2016,2016-12-13,321546345,3050,15,1490,68.1106,-236.53640000000001,2
900,2016,2016-12-14,161324703,1130,13,900,34.0075,-118.2617,1
624,2016,2016-12-14,483974128,5115,39,1872,102.0509,-354.8199,3
745,2016,2016-12-14,161324731,2230,13,745,34.0141,-118.277,1
626,2016,2016-12-14,160221861,1015,2,626,34.0517,-118.2663,1
820,2016,2016-12-14,160221811,1600,2,820,34.0477,-118.2794,1
121,2016,2016-12-14,160221810,1600,2,121,34.0477,-118.2794,1
230,2016,2016-12-14,160221832,930,2,230,34.0442,-118.2758,1
510,2016,2016-12-14,161324671,40,13,510,34.0011,-118.2783,1
210,2016,2016-12-14,643000695,4564,29,840,136.1138,-473.08599999999996,4
813,2016,2016-12-14,330427456,3200,4,1626,68.1094,-236.5544,2
740,2016,2016-12-14,160221846,430,2,740,34.0597,-118.2795,1
354,2016,2016-12-14,321546674,2116,15,708,68.1052,-236.5299,2
951,2016,2016-12-14,160129444,427,1,951,34.0473,-118.2601,1
930,2016,2016-12-14,481564216,2220,15,2790,102.25540000000001,-354.8097,3
420,2016,2016-12-14,321250048,4530,12,840,68.16579999999999,-236.5203,2
310,2016,2016-12-14,161324657,2200,13,310,34.0039,-118.2726,1
440,2016,2016-12-14,320549232,2200,5,880,68.0789,-236.5491,2
850,2016,2016-12-14,160221869,1015,2,850,34.0389,-118.2762,1
330,2016,2016-12-14,1124360879,12045,42,2310,238.42040000000003,-827.8892,7
442,2016,2016-12-14,481471950,4675,14,1326,102.2404,-354.8046,3
341,2016,2016-12-14,482667210,4930,26,1023,102.15710000000001,-354.8159,3
946,2016,2016-12-15,160221888,2000,2,946,34.0562,-118.2673,1
624,2016,2016-12-15,483770157,3980,37,1872,102.1814,-354.80039999999997,3
442,2016,2016-12-15,161120670,1545,11,442,34.1367,-118.2713,1
740,2016,2016-12-15,321342585,3835,13,1480,68.1719,-236.5529,2
420,2016,2016-12-15,645094811,6700,50,1680,136.1447,-473.0714,4
510,2016,2016-12-15,321250147,1060,12,1020,68.1346,-236.5376,2
900,2016,2016-12-15,320443861,2700,4,1800,68.1406,-236.5472,2
331,2016,2016-12-15,641898132,7140,18,1324,136.2079,-473.0771,4
761,2016,2016-12-15,160221924,710,2,761,34.0523,-118.2676,1
480,2016,2016-12-15,161120662,1600,11,480,34.0865,-118.2666,1
440,2016,2016-12-15,161120651,1130,11,440,34.1072,-118.277,1
310,2016,2016-12-15,321342590,2845,13,620,68.15729999999999,-236.5455,2
354,2016,2016-12-15,161324749,1,13,354,34.0289,-118.2686,1
236,2016,2016-12-15,160221929,1300,2,236,34.0576,-118.2644,1
860,2016,2016-12-15,160221941,1600,2,860,34.0472,-118.2782,1
627,2016,2016-12-15,320443909,2800,4,1254,68.1264,-236.5542,2
330,2016,2016-12-15,481583791,4130,15,990,102.0848,-354.7979,3
626,2016,2016-12-15,643093359,6585,30,2504,136.129,-473.08070000000004,4
626,2016,2016-12-16,160129669,1600,1,626,34.0431,-118.2692,1
740,2016,2016-12-16,161120706,1900,11,740,34.1042,-118.2639,1
745,2016,2016-12-16,160221961,2030,2,745,34.0721,-118.2785,1
668,2016,2016-12-16,160221959,1300,2,668,34.0579,-118.2649,1
510,2016,2016-12-16,481676299,6255,16,1530,102.11030000000001,-354.8108,3
480,2016,2016-12-16,160129609,1030,1,480,34.0416,-118.262,1
310,2016,2016-12-16,160101512,1623,1,310,34.0423,-118.2666,1
354,2016,2016-12-16,321546771,2600,15,708,68.0709,-236.53730000000002,2
860,2016,2016-12-16,160327440,1300,3,860,34.0336,-118.2768,1
624,2016,2016-12-16,161324830,1900,13,624,34.0011,-118.2783,1
442,2016,2016-12-16,481472256,4875,14,1326,102.2415,-354.8112,3
664,2016,2016-12-16,160129616,1930,1,664,34.0462,-118.2628,1
440,2016,2016-12-16,642797145,6490,27,1760,136.1879,-473.07129999999995,4
330,2016,2016-12-16,1127466107,10550,73,2310,238.4496,-827.8591000000001,7
649,2016,2016-12-16,161120717,1000,11,649,34.1056,-118.2719,1
901,2016,2016-12-16,160221968,1450,2,901,34.0462,-118.27600000000001,1
110,2016,2016-12-16,161120725,715,11,110,34.1119,-118.2665,1
231,2016,2016-12-17,320444493,3836,4,462,68.1078,-236.5598,2
480,2016,2016-12-17,160221992,1700,2,480,34.0859,-118.27600000000001,1
440,2016,2016-12-17,160222004,1635,2,440,34.0613,-118.2738,1
341,2016,2016-12-17,160129619,900,1,341,34.0483,-118.2631,1
220,2016,2016-12-17,160222009,1525,2,220,34.0405,-118.2769,1
900,2016,2016-12-17,160221995,1400,2,900,34.0697,-118.2779,1
951,2016,2016-12-17,160129627,1155,1,951,34.0479,-118.2612,1
210,2016,2016-12-17,321546852,2560,15,420,68.0518,-236.5472,2
930,2016,2016-12-17,160222074,2000,2,930,34.0531,-118.2738,1
740,2016,2016-12-17,480573614,5915,5,2220,102.1581,-354.8091,3
474,2016,2016-12-17,161324880,2000,13,474,34.0038,-118.2783,1
230,2016,2016-12-17,160221983,2120,2,230,34.0522,-118.2673,1
510,2016,2016-12-17,804214354,6160,41,2550,170.2916,-591.3676,5
626,2016,2016-12-17,160221988,1330,2,626,34.0559,-118.2756,1
624,2016,2016-12-17,321546836,1435,15,1248,68.0634,-236.5326,2
442,2016,2016-12-17,160222177,1600,2,442,34.0496,-118.2677,1
901,2016,2016-12-17,161324876,1915,13,901,34.0111,-118.2653,1
330,2016,2016-12-17,964436426,6365,43,1980,204.29860000000002,-709.6401000000001,6
420,2016,2016-12-17,161120751,1900,11,420,34.0887,-118.2764,1
664,2016,2016-12-17,161324854,1000,13,664,34.0075,-118.2775,1
745,2016,2016-12-17,322649746,645,26,1490,68.0322,-236.5376,2
740,2016,2016-12-18,320444047,4500,4,1480,68.1408,-236.5565,2
354,2016,2016-12-18,482667791,2801,26,1062,102.1822,-354.811,3
442,2016,2016-12-18,480573748,4176,5,1326,102.1675,-354.8129,3
437,2016,2016-12-18,161324919,1725,13,437,34.0111,-118.2786,1
420,2016,2016-12-18,160222022,800,2,420,34.0596,-118.2701,1
886,2016,2016-12-18,160222052,2115,2,886,34.0555,-118.2655,1
440,2016,2016-12-18,161324922,1530,13,440,34.0289,-118.2686,1
310,2016,2016-12-18,160222030,1,2,310,34.0542,-118.2611,1
230,2016,2016-12-18,160222028,1630,2,230,34.0596,-118.2749,1
626,2016,2016-12-18,481768987,3715,17,1878,102.13040000000001,-354.80989999999997,3
624,2016,2016-12-18,161324905,1330,13,624,34.0289,-118.2686,1
946,2016,2016-12-18,160222021,1045,2,946,34.0774,-118.2768,1
210,2016,2016-12-18,322425942,3455,24,420,68.1368,-236.5477,2
510,2016,2016-12-18,320549518,3900,5,1020,68.1019,-236.53730000000002,2
330,2016,2016-12-18,481769028,4590,17,990,102.1508,-354.81739999999996,3
331,2016,2016-12-18,161324896,2000,13,331,34.0048,-118.2685,1
930,2016,2016-12-18,160221981,1035,2,930,34.0664,-118.2697,1
330,2016,2016-12-19,482872048,4150,28,990,102.1129,-354.8097,3
341,2016,2016-12-19,320444238,3500,4,682,68.0926,-236.5522,2
761,2016,2016-12-19,321323162,3617,13,1522,68.1902,-236.5428,2
440,2016,2016-12-19,320444193,4650,4,880,68.1048,-236.5266,2
740,2016,2016-12-19,320444179,3360,4,1480,68.1242,-236.5366,2
310,2016,2016-12-19,160222098,30,2,310,34.0772,-118.2787,1
210,2016,2016-12-19,320444172,4470,4,420,68.1176,-236.5282,2
420,2016,2016-12-19,160222093,2330,2,420,34.0677,-118.2731,1
236,2016,2016-12-19,320444191,700,4,472,68.1246,-236.5592,2
510,2016,2016-12-19,483974800,5600,39,1530,102.0473,-354.8207,3
745,2016,2016-12-19,161120818,130,11,745,34.0841,-118.2638,1
442,2016,2016-12-19,160129761,1200,1,442,34.0483,-118.2631,1
626,2016,2016-12-19,321547038,2750,15,1252,68.082,-236.5464,2
624,2016,2016-12-19,160222108,1350,2,624,34.0596,-118.2749,1
930,2016,2016-12-19,480666406,4050,6,2790,102.1724,-354.8057,3
230,2016,2016-12-19,161324961,1120,13,230,34.0039,-118.2717,1
623,2016,2016-12-19,160222104,1210,2,623,34.0616,-118.2795,1
510,2016,2016-12-20,1609532564,14523,93,5100,340.4315,-1182.7354999999998,10
