Crime Code,year,date_reported,DR_NO,TIME OCC,AREA ,Crm Cd,LAT,LON,Crime Count
510,2011,2011-02-21,331419793,5530,14,1530,102.2384,-354.80179999999996,3
946,2011,2011-02-21,220213073,4045,2,1892,68.0852,-236.52710000000002,2
745,2011,2011-02-21,220307260,4240,3,1490,68.09989999999999,-236.5345,2
330,2011,2011-02-21,220413230,2101,4,660,68.1403,-236.5446,2
888,2011,2011-02-21,110206663,1800,2,888,34.0764,-118.2702,1
210,2011,2011-02-21,330619854,3240,6,630,102.18800000000002,-354.8316,3
624,2011,2011-02-21,331519842,6540,15,1872,102.2558,-354.8126,3
110,2011,2011-02-21,110206646,1926,2,110,34.0729,-118.2757,1
740,2011,2011-02-21,111307081,40,13,740,34.0234,-118.2654,1
440,2011,2011-02-21,551732926,7600,17,2200,170.2859,-591.3528,5
623,2011,2011-02-21,110106538,1945,1,623,34.0454,-118.2657,1
350,2011,2011-02-21,110206626,1840,2,350,34.0539,-118.2712,1
310,2011,2011-02-22,110206699,1900,2,310,34.0541,-118.2621,1
900,2011,2011-02-22,110206706,1725,2,900,34.0599,-118.2682,1
442,2011,2011-02-22,111106643,1620,11,442,34.1265,-118.2628,1
812,2011,2011-02-22,111307358,1,13,812,34.0039,-118.2717,1
745,2011,2011-02-22,220413411,3815,4,1490,68.12519999999999,-236.5388,2
350,2011,2011-02-22,111307165,1500,13,350,34.0121,-118.2768,1
210,2011,2011-02-22,331720526,2381,17,630,102.137,-354.8073,3
510,2011,2011-02-22,332820865,4300,28,1530,102.1046,-354.80969999999996,3
888,2011,2011-02-22,110206688,1045,2,888,34.0509,-118.2642,1
810,2011,2011-02-22,110206710,1530,2,810,34.048,-118.2727,1
626,2011,2011-02-22,110206685,700,2,626,34.0511,-118.2707,1
341,2011,2011-02-22,221413793,3130,14,682,68.0764,-236.53109999999998,2
438,2011,2011-02-22,111106617,1000,11,438,34.1092,-118.26899999999999,1
354,2011,2011-02-22,441726708,5730,17,1416,136.3046,-473.0837,4
440,2011,2011-02-22,110106650,2300,1,440,34.045,-118.264,1
624,2011,2011-02-22,664240986,9215,42,3744,204.2643,-709.6302000000001,6
410,2011,2011-02-22,110106661,1955,1,410,34.037,-118.2688,1
330,2011,2011-02-22,331419941,6100,14,990,102.22630000000001,-354.8145,3
860,2011,2011-02-22,111307158,1730,13,860,34.0111,-118.2653,1
649,2011,2011-02-22,110206687,1500,2,649,34.0854,-118.2748,1
860,2011,2011-02-23,110206759,1240,2,860,34.0586,-118.2691,1
810,2011,2011-02-23,110206778,1400,2,810,34.061,-118.2615,1
341,2011,2011-02-23,110106704,1600,1,341,34.0458,-118.2614,1
740,2011,2011-02-23,111307253,2000,13,740,34.0048,-118.2685,1
354,2011,2011-02-23,221313496,2300,13,708,68.1465,-236.5325,2
662,2011,2011-02-23,110206781,1800,2,662,34.0588,-118.2706,1
330,2011,2011-02-23,110206768,2100,2,330,34.0689,-118.2677,1
753,2011,2011-02-23,110206757,1850,2,753,34.0721,-118.262,1
231,2011,2011-02-23,110206767,1803,2,231,34.0649,-118.2797,1
510,2011,2011-02-23,222614402,3535,26,1020,68.0404,-236.5279,2
745,2011,2011-02-23,221513966,4030,15,1490,68.08840000000001,-236.5442,2
220,2011,2011-02-23,220313497,1715,3,440,68.0897,-236.5336,2
110,2011,2011-02-23,110106713,1559,1,110,34.0377,-118.2621,1
626,2011,2011-02-23,221513920,2340,15,1252,68.0703,-236.5351,2
310,2011,2011-02-23,111100601,2025,11,310,34.1265,-118.2628,1
210,2011,2011-02-23,331614015,4870,16,630,102.11780000000002,-354.79510000000005,3
440,2011,2011-02-23,110206756,1330,2,440,34.0886,-118.2764,1
230,2011,2011-02-24,110106737,745,1,230,34.0317,-118.2641,1
210,2011,2011-02-24,221514100,3120,15,420,68.0706,-236.5538,2
624,2011,2011-02-24,331720981,5300,17,1872,102.1395,-354.80469999999997,3
420,2011,2011-02-24,110206814,830,2,420,34.0592,-118.2674,1
662,2011,2011-02-24,110206810,1500,2,662,34.0625,-118.2714,1
354,2011,2011-02-24,220413608,2500,4,708,68.0899,-236.5512,2
740,2011,2011-02-24,221414148,2810,14,1480,68.0607,-236.5323,2
626,2011,2011-02-24,442827761,7735,28,2504,136.2168,-473.095,4
310,2011,2011-02-24,111106785,1200,11,310,34.0849,-118.2662,1
220,2011,2011-02-24,111307271,2000,13,220,34.0136,-118.2611,1
480,2011,2011-02-24,110206797,1000,2,480,34.0554,-118.2702,1
440,2011,2011-02-24,332821445,2830,28,1320,102.10199999999999,-354.8159,3
510,2011,2011-02-24,222414043,3200,24,1020,68.086,-236.538,2
442,2011,2011-02-24,220413641,3556,4,884,68.1146,-236.5398,2
237,2011,2011-02-24,110206831,2140,2,237,34.0554,-118.2789,1
341,2011,2011-02-24,110206829,1845,2,341,34.0588,-118.2706,1
237,2011,2011-02-25,110300733,1900,3,237,34.0339,-118.2755,1
626,2011,2011-02-25,221514218,3865,15,1252,68.071,-236.5394,2
330,2011,2011-02-25,332420463,3960,24,990,102.2696,-354.7931,3
624,2011,2011-02-25,221514232,3270,15,1248,68.068,-236.5486,2
210,2011,2011-02-25,551034235,7000,10,1050,170.26829999999998,-591.3565,5
310,2011,2011-02-25,220514487,1830,5,620,68.074,-236.5521,2
930,2011,2011-02-25,220413718,3310,4,1860,68.102,-236.5557,2
933,2011,2011-02-25,111106814,920,11,933,34.0865,-118.2666,1
860,2011,2011-02-25,220213613,2300,2,1720,68.09,-236.528,2
510,2011,2011-02-25,332420460,4100,24,1530,102.2427,-354.8093,3
812,2011,2011-02-25,110300732,1900,3,812,34.0339,-118.2755,1
341,2011,2011-02-26,110106863,2015,1,341,34.0442,-118.26799999999999,1
624,2011,2011-02-26,883154851,8810,31,4992,272.534,-946.1551999999999,8
510,2011,2011-02-26,551834283,7405,18,2550,170.3559,-591.3589000000001,5
626,2011,2011-02-26,110206897,2310,2,626,34.061,-118.2615,1
850,2011,2011-02-26,111307406,1630,13,850,34.001999999999995,-118.274,1
330,2011,2011-02-26,442527452,4045,25,1320,136.3401,-473.095,4
310,2011,2011-02-26,110206875,1800,2,310,34.0829,-118.2741,1
210,2011,2011-02-26,222614780,3330,26,420,68.01140000000001,-236.53840000000002,2
440,2011,2011-02-26,221514269,3410,15,880,68.06880000000001,-236.5533,2
740,2011,2011-02-26,110100655,130,1,740,34.0357,-118.2663,1
649,2011,2011-02-26,110206889,2000,2,649,34.0574,-118.2675,1
901,2011,2011-02-26,110206893,1700,2,901,34.0555,-118.2655,1
330,2011,2011-02-27,221514350,4300,15,660,68.0747,-236.53500000000003,2
310,2011,2011-02-27,997463455,12565,74,2790,306.8436,-1064.4642,9
930,2011,2011-02-27,221514350,3333,15,1860,68.0705,-236.55110000000002,2
354,2011,2011-02-27,221514360,1801,15,708,68.0772,-236.548,2
745,2011,2011-02-27,110206921,1400,2,745,34.056999999999995,-118.2691,1
626,2011,2011-02-27,771448443,11826,14,4382,238.4501,-827.8932,7
888,2011,2011-02-27,110206922,2150,2,888,34.0703,-118.2786,1
210,2011,2011-02-27,554135537,3475,41,1050,170.2268,-591.3502,5
624,2011,2011-02-27,774549381,5900,45,4368,238.30860000000004,-827.8995,7
624,2011,2011-02-28,442928817,6725,29,2496,136.1233,-473.0839,4
354,2011,2011-02-28,220413940,2800,4,708,68.1285,-236.54430000000002,2
210,2011,2011-02-28,221615010,2570,16,420,68.02770000000001,-236.5488,2
121,2011,2011-02-28,110100663,1900,1,121,34.0395,-118.2656,1
341,2011,2011-02-28,111307469,1945,13,341,34.0199,-118.2601,1
330,2011,2011-02-28,221414373,1225,14,660,68.0406,-236.5361,2
420,2011,2011-02-28,221313884,2640,13,840,68.14330000000001,-236.5249,2
331,2011,2011-02-28,111307475,1540,13,331,34.0007,-118.2634,1
310,2011,2011-02-28,221313928,2230,13,620,68.196,-236.5552,2
930,2011,2011-02-28,221207531,3095,12,1860,68.1152,-236.5275,2
440,2011,2011-02-28,222414365,3500,24,880,68.11019999999999,-236.54059999999998,2
510,2011,2011-02-28,111307459,1800,13,510,34.0291,-118.2706,1
740,2011,2011-02-28,110206960,300,2,740,34.0625,-118.2714,1
320,2011,2011-02-28,111106929,1800,11,320,34.097,-118.2797,1
946,2011,2011-02-28,220413951,4310,4,1892,68.10239999999999,-236.5257,2
626,2011,2011-02-28,331721391,4935,17,1878,102.1258,-354.8102,3
745,2011,2011-02-28,331420824,5530,14,2235,102.19420000000001,-354.8148,3
442,2011,2011-02-28,222213799,3015,22,884,68.2113,-236.5462,2
626,2011,2011-03-01,220514661,1630,5,1252,68.08070000000001,-236.5508,2
122,2011,2011-03-01,110206989,100,2,122,34.0609,-118.26,1
341,2011,2011-03-01,110207029,2255,2,341,34.0699,-118.2777,1
230,2011,2011-03-01,221514596,3810,15,460,68.0587,-236.55180000000001,2
310,2011,2011-03-01,220514661,1680,5,620,68.104,-236.54500000000002,2
860,2011,2011-03-01,110207035,1330,2,860,34.0583,-118.2616,1
624,2011,2011-03-01,220414020,2630,4,1248,68.1088,-236.5577,2
210,2011,2011-03-01,111307569,1700,13,210,34.0066,-118.274,1
330,2011,2011-03-01,443829072,6930,38,1320,136.16369999999998,-473.09569999999997,4
420,2011,2011-03-01,111106971,2330,11,420,34.1044,-118.2755,1
740,2011,2011-03-01,221514536,3000,15,1480,68.0661,-236.55110000000002,2
745,2011,2011-03-01,221514554,2750,15,1490,68.0738,-236.54250000000002,2
928,2011,2011-03-01,111106973,1057,11,928,34.108000000000004,-118.2719,1
510,2011,2011-03-01,221313985,1700,13,1020,68.1632,-236.53629999999998,2
354,2011,2011-03-01,221414842,2100,14,708,68.1563,-236.54579999999999,2
946,2011,2011-03-01,110106940,200,1,946,34.0454,-118.2657,1
753,2011,2011-03-01,111106998,1225,11,753,34.0815,-118.2638,1
341,2011,2011-03-02,220414701,2145,4,682,68.0715,-236.543,2
310,2011,2011-03-02,110207047,1,2,310,34.0541,-118.2621,1
110,2011,2011-03-02,111307639,1351,13,110,34.0234,-118.2654,1
330,2011,2011-03-02,665742229,6830,57,1980,204.546,-709.6038,6
860,2011,2011-03-02,110207030,1530,2,860,34.0524,-118.2633,1
510,2011,2011-03-02,111307582,1900,13,510,34.0171,-118.2642,1
450,2011,2011-03-02,110207071,2305,2,450,34.0585,-118.2725,1
950,2011,2011-03-02,110207033,515,2,950,34.0554,-118.2745,1
210,2011,2011-03-02,331621707,3620,16,630,102.08599999999998,-354.831,3
354,2011,2011-03-02,332621707,3300,26,1062,102.1852,-354.8204,3
220,2011,2011-03-02,220414096,1810,4,440,68.112,-236.5426,2
420,2011,2011-03-02,442929242,5445,29,1680,136.1261,-473.07710000000003,4
956,2011,2011-03-02,110307859,930,3,956,34.0261,-118.2773,1
810,2011,2011-03-02,111307739,1,13,810,34.0171,-118.2736,1
331,2011,2011-03-02,110106987,1000,1,331,34.0487,-118.2627,1
626,2011,2011-03-02,330421053,5740,4,1878,102.1376,-354.8007,3
440,2011,2011-03-02,443528164,4900,35,1760,136.4059,-473.07939999999996,4
946,2011,2011-03-02,111308042,1,13,946,34.0128,-118.2712,1
740,2011,2011-03-02,110107029,1400,1,740,34.0342,-118.2636,1
626,2011,2011-03-03,331521370,5050,15,1878,102.22869999999999,-354.80870000000004,3
210,2011,2011-03-03,110207082,1,2,210,34.0739,-118.2636,1
624,2011,2011-03-03,442829022,3900,28,2496,136.2455,-473.0928,4
230,2011,2011-03-03,110207134,1900,2,230,34.0633,-118.2738,1
420,2011,2011-03-03,110207114,1830,2,420,34.0683,-118.2739,1
440,2011,2011-03-03,331421306,3930,14,1320,102.1998,-354.8168,3
310,2011,2011-03-03,111107070,2100,11,310,34.0926,-118.2672,1
510,2011,2011-03-03,110207103,2130,2,510,34.0433,-118.274,1
351,2011,2011-03-03,111307690,1915,13,351,34.0039,-118.2609,1
888,2011,2011-03-03,111107079,1845,11,888,34.0865,-118.2753,1
900,2011,2011-03-03,110207135,1800,2,900,34.0569,-118.2689,1
354,2011,2011-03-03,440828501,5200,8,1416,136.2563,-473.0863,4
220,2011,2011-03-03,111307650,805,13,220,34.0075,-118.2618,1
930,2011,2011-03-03,110107116,2000,1,930,34.0365,-118.2659,1
946,2011,2011-03-03,110207116,1545,2,946,34.0492,-118.2742,1
740,2011,2011-03-03,110207129,2200,2,740,34.0515,-118.2615,1
330,2011,2011-03-03,333321267,5895,33,990,102.30170000000001,-354.8264,3
331,2011,2011-03-03,111107064,720,11,331,34.0912,-118.2652,1
230,2011,2011-03-04,110207176,1605,2,230,34.0423,-118.2771,1
440,2011,2011-03-04,332421372,4430,24,1320,102.2559,-354.81419999999997,3
761,2011,2011-03-04,110207182,2100,2,761,34.0703,-118.26799999999999,1
740,2011,2011-03-04,110207167,800,2,740,34.0596,-118.2749,1
626,2011,2011-03-04,110200538,1545,2,626,34.0596,-118.2749,1
930,2011,2011-03-04,220414362,1530,4,1860,68.11189999999999,-236.5394,2
410,2011,2011-03-04,110207147,300,2,410,34.0509,-118.2642,1
480,2011,2011-03-04,110207199,1250,2,480,34.0566,-118.2681,1
510,2011,2011-03-04,111307712,2300,13,510,34.0083,-118.2719,1
310,2011,2011-03-04,221314362,1345,13,620,68.1531,-236.5385,2
420,2011,2011-03-04,331722054,5800,17,1260,102.13069999999999,-354.813,3
624,2011,2011-03-04,555438176,6905,54,3120,170.0791,-591.3618,5
330,2011,2011-03-04,441528569,6355,16,1320,136.2639,-473.0765,4
810,2011,2011-03-04,110207146,800,2,810,34.0648,-118.2696,1
354,2011,2011-03-04,221514956,2000,15,708,68.0683,-236.5337,2
888,2011,2011-03-04,110307794,150,3,888,34.0258,-118.2796,1
210,2011,2011-03-04,332822698,5670,28,630,102.0792,-354.8171,3
930,2011,2011-03-05,110207214,845,2,930,34.058,-118.2682,1
946,2011,2011-03-05,110207216,1245,2,946,34.0559,-118.2751,1
627,2011,2011-03-05,110207218,1500,2,627,34.0576,-118.2644,1
442,2011,2011-03-05,110207219,1355,2,442,34.0554,-118.2702,1
341,2011,2011-03-05,333514914,2530,35,1023,102.2415,-354.80330000000004,3
740,2011,2011-03-05,111307818,1200,13,740,34.0011,-118.274,1
510,2011,2011-03-05,222615604,701,26,1020,68.0222,-236.5414,2
626,2011,2011-03-05,110207234,1830,2,626,34.0454,-118.2742,1
354,2011,2011-03-05,220414449,2900,4,708,68.1147,-236.5537,2
440,2011,2011-03-05,331421605,3783,14,1320,102.2004,-354.80280000000005,3
745,2011,2011-03-05,332622322,4415,26,2235,102.1583,-354.814,3
900,2011,2011-03-05,110207235,2155,2,900,34.0732,-118.2728,1
310,2011,2011-03-05,222214376,2070,22,620,68.19409999999999,-236.5312,2
237,2011,2011-03-05,110207298,1500,2,237,34.0576,-118.2644,1
330,2011,2011-03-05,110107207,1430,1,330,34.0402,-118.2633,1
624,2011,2011-03-05,444123425,7735,41,2496,136.13490000000002,-473.0697,4
210,2011,2011-03-06,774752660,10535,47,1470,238.23910000000004,-827.9232,7
626,2011,2011-03-06,221507800,570,15,1252,68.08959999999999,-236.53449999999998,2
510,2011,2011-03-06,110307933,1000,3,510,34.0361,-118.2757,1
354,2011,2011-03-06,110107251,1,1,354,34.0317,-118.2641,1
624,2011,2011-03-06,332622408,4501,26,1872,102.1449,-354.8074,3
230,2011,2011-03-06,110207296,2030,2,230,34.0549,-118.2778,1
740,2011,2011-03-06,221214541,3921,12,1480,68.1207,-236.52859999999998,2
930,2011,2011-03-06,110107255,1500,1,930,34.045,-118.2628,1
237,2011,2011-03-06,111308122,200,13,237,34.0112,-118.2692,1
330,2011,2011-03-06,331421718,2260,14,990,102.21289999999999,-354.8059,3
440,2011,2011-03-06,330615266,2755,6,1320,102.1361,-354.8003,3
420,2011,2011-03-07,222615803,4000,26,840,68.0142,-236.5523,2
440,2011,2011-03-07,440729249,5130,7,1760,136.2085,-473.0842,4
330,2011,2011-03-07,111307923,2340,13,330,34.0187,-118.2726,1
956,2011,2011-03-07,110207335,1200,2,956,34.0498,-118.2797,1
812,2011,2011-03-07,110207336,1710,2,812,34.0567,-118.2636,1
946,2011,2011-03-07,110107273,325,1,946,34.0371,-118.2672,1
930,2011,2011-03-07,331722510,5900,17,2790,102.1132,-354.8126,3
810,2011,2011-03-07,110210571,700,2,810,34.0782,-118.2698,1
624,2011,2011-03-07,552037099,7770,20,3120,170.24790000000002,-591.3592,5
623,2011,2011-03-07,220414617,1460,4,1246,68.117,-236.545,2
230,2011,2011-03-07,331722468,1440,17,690,102.12279999999998,-354.8018,3
520,2011,2011-03-07,110207338,1040,2,520,34.0473,-118.27,1
745,2011,2011-03-07,111107309,800,11,745,34.1037,-118.2786,1
626,2011,2011-03-07,110207352,2140,2,626,34.0649,-118.2797,1
354,2011,2011-03-07,443830539,4800,38,1416,136.2665,-473.0766,4
220,2011,2011-03-07,110107312,2125,1,220,34.0423,-118.2678,1
237,2011,2011-03-07,110207344,2200,2,237,34.0601,-118.2761,1
341,2011,2011-03-07,773453283,6240,34,2387,238.4473,-827.8992,7
210,2011,2011-03-07,440829218,3405,8,840,136.213,-473.0819,4
649,2011,2011-03-07,110107310,1,1,649,34.0479,-118.2612,1
740,2011,2011-03-07,443030444,6075,30,2960,136.134,-473.0755,4
310,2011,2011-03-07,330622574,1920,6,930,102.1312,-354.8139,3
121,2011,2011-03-08,111307945,1100,13,121,34.0152,-118.2793,1
815,2011,2011-03-08,111107356,1120,11,815,34.0889,-118.2627,1
745,2011,2011-03-08,111307948,2300,13,745,34.0057,-118.274,1
930,2011,2011-03-08,111307985,1145,13,930,34.0056,-118.274,1
330,2011,2011-03-08,111107387,2300,11,330,34.0921,-118.27799999999999,1
351,2011,2011-03-08,110207366,1350,2,351,34.0554,-118.2789,1
341,2011,2011-03-08,221415888,3500,14,682,68.13069999999999,-236.54590000000002,2
626,2011,2011-03-08,220414786,2645,4,1252,68.1209,-236.527,2
624,2011,2011-03-08,443030822,5060,30,2496,136.14069999999998,-473.0997,4
753,2011,2011-03-08,111107375,1555,11,753,34.125,-118.2656,1
310,2011,2011-03-08,221314748,725,13,620,68.162,-236.53969999999998,2
627,2011,2011-03-08,110207374,1206,2,627,34.0644,-118.2686,1
812,2011,2011-03-08,221515392,4025,15,1624,68.07329999999999,-236.5507,2
440,2011,2011-03-08,111307991,1000,13,440,34.012,-118.2653,1
210,2011,2011-03-08,441930046,2730,19,840,136.17849999999999,-473.0973,4
230,2011,2011-03-08,331722760,5075,17,690,102.1131,-354.8094,3
420,2011,2011-03-08,111107366,1200,11,420,34.108000000000004,-118.2719,1
510,2011,2011-03-08,111307960,1000,13,510,34.0255,-118.2746,1
354,2011,2011-03-08,222214749,2700,22,708,68.1919,-236.5437,2
740,2011,2011-03-08,111308005,1715,13,740,34.0112,-118.26799999999999,1
354,2011,2011-03-09,220515532,2730,5,708,68.09209999999999,-236.5371,2
740,2011,2011-03-09,222214826,2100,22,1480,68.1857,-236.5432,2
820,2011,2011-03-09,111107457,1800,11,820,34.0966,-118.2749,1
310,2011,2011-03-09,110207423,830,2,310,34.0759,-118.26299999999999,1
626,2011,2011-03-09,111308081,2025,13,626,34.0235,-118.2681,1
930,2011,2011-03-09,221515453,4140,15,1860,68.0624,-236.536,2
745,2011,2011-03-09,111107481,900,11,745,34.0958,-118.2744,1
900,2011,2011-03-09,440829731,7565,8,3600,136.22019999999998,-473.09159999999997,4
624,2011,2011-03-09,553238434,7080,32,3120,170.2052,-591.3459,5
330,2011,2011-03-09,110207438,2200,2,330,34.0509,-118.2642,1
440,2011,2011-03-09,221616281,3100,16,880,68.0628,-236.54489999999998,2
341,2011,2011-03-09,221616288,1730,16,682,68.057,-236.54149999999998,2
510,2011,2011-03-09,221515404,3600,15,1020,68.06309999999999,-236.5451,2
230,2011,2011-03-09,110207418,2300,2,230,34.0517,-118.2798,1
310,2011,2011-03-10,110207487,700,2,310,34.0447,-118.2747,1
480,2011,2011-03-10,110207481,1400,2,480,34.0653,-118.2725,1
740,2011,2011-03-10,222415655,3620,24,1480,68.0876,-236.53,2
900,2011,2011-03-10,221515630,3456,15,1800,68.0881,-236.534,2
230,2011,2011-03-10,111308118,1740,13,230,34.0073,-118.2784,1
510,2011,2011-03-10,442730571,5160,27,2040,136.202,-473.0775,4
210,2011,2011-03-10,221515569,2420,15,420,68.1016,-236.5251,2
341,2011,2011-03-10,111308127,1400,13,341,34.0057,-118.2716,1
121,2011,2011-03-10,111308121,200,13,121,34.0112,-118.2692,1
440,2011,2011-03-10,331523045,4730,15,1320,102.10119999999999,-354.8117,3
330,2011,2011-03-10,111107485,1830,11,330,34.1059,-118.2755,1
930,2011,2011-03-10,331723062,3650,17,2790,102.15550000000002,-354.8218,3
331,2011,2011-03-10,111107509,1900,11,331,34.1026,-118.26899999999999,1
220,2011,2011-03-10,111308107,1035,13,220,34.0038,-118.2783,1
354,2011,2011-03-10,110308253,1200,3,354,34.0333,-118.2797,1
626,2011,2011-03-10,330622362,3480,6,1878,102.168,-354.8138,3
649,2011,2011-03-10,111107535,1500,11,649,34.1044,-118.2755,1
745,2011,2011-03-10,110107502,2245,1,745,34.0458,-118.2614,1
946,2011,2011-03-10,111308114,1320,13,946,34.0076,-118.2653,1
310,2011,2011-03-11,331522598,3530,15,930,102.21409999999999,-354.7922,3
626,2011,2011-03-11,220415029,3870,4,1252,68.10589999999999,-236.5475,2
860,2011,2011-03-11,330522542,3860,5,2580,102.1616,-354.7872,3
210,2011,2011-03-11,110207501,1150,2,210,34.0625,-118.2714,1
330,2011,2011-03-11,220215080,2600,2,660,68.0946,-236.5202,2
354,2011,2011-03-11,110207512,1,2,354,34.0646,-118.26299999999999,1
624,2011,2011-03-11,552838311,7395,28,3120,170.2638,-591.3558,5
230,2011,2011-03-11,220415031,1460,4,460,68.1104,-236.55239999999998,2
440,2011,2011-03-11,110308197,50,3,440,34.0261,-118.2773,1
930,2011,2011-03-11,331522554,6160,15,2790,102.19229999999999,-354.8101,3
420,2011,2011-03-11,110207510,1000,2,420,34.0596,-118.2749,1
510,2011,2011-03-11,110207514,1300,2,510,34.061,-118.2615,1
745,2011,2011-03-11,330422632,4226,4,2235,102.13990000000001,-354.7975,3
815,2011,2011-03-11,110308209,1700,3,815,34.0283,-118.2743,1
946,2011,2011-03-11,222616329,2320,26,1892,68.0307,-236.5332,2
331,2011,2011-03-11,220315043,2375,3,662,68.115,-236.5381,2
210,2011,2011-03-12,110207579,300,2,210,34.0648,-118.2696,1
440,2011,2011-03-12,220415160,1430,4,880,68.128,-236.5393,2
930,2011,2011-03-12,110107616,1300,1,930,34.0372,-118.2654,1
330,2011,2011-03-12,331723393,6165,17,990,102.10659999999999,-354.80039999999997,3
740,2011,2011-03-12,331723333,4561,17,2220,102.1175,-354.8019,3
354,2011,2011-03-12,220415145,1900,4,708,68.10730000000001,-236.54670000000002,2
624,2011,2011-03-12,330622688,5445,6,1872,102.1753,-354.8055,3
341,2011,2011-03-12,110207572,300,2,341,34.0509,-118.2642,1
420,2011,2011-03-12,111308260,1600,13,420,34.0057,-118.2728,1
510,2011,2011-03-12,110207574,1930,2,510,34.0637,-118.2662,1
755,2011,2011-03-12,110207771,1330,2,755,34.0596,-118.2749,1
745,2011,2011-03-12,110207559,2215,2,745,34.0546,-118.2661,1
310,2011,2011-03-12,110207555,1235,2,310,34.0611,-118.2707,1
626,2011,2011-03-12,441930897,6420,19,2504,136.1874,-473.08799999999997,4
230,2011,2011-03-12,332623408,3815,26,690,102.1377,-354.8208,3
410,2011,2011-03-12,110207569,5,2,410,34.0721,-118.262,1
510,2011,2011-03-13,441831137,7230,18,2040,136.1683,-473.06960000000004,4
442,2011,2011-03-13,110207609,1345,2,442,34.0554,-118.2702,1
624,2011,2011-03-13,441931041,6120,19,2496,136.1811,-473.0769,4
230,2011,2011-03-13,220415425,3800,4,460,68.0954,-236.5588,2
420,2011,2011-03-13,330522854,6200,5,1260,102.1506,-354.8024,3
330,2011,2011-03-13,220215257,4100,2,660,68.0866,-236.52949999999998,2
220,2011,2011-03-13,110207584,2130,2,220,34.0506,-118.2699,1
745,2011,2011-03-13,110207585,2130,2,745,34.0531,-118.2694,1
626,2011,2011-03-13,110207617,1800,2,626,34.058,-118.2715,1
310,2011,2011-03-13,220415217,2200,4,620,68.1114,-236.53640000000001,2
930,2011,2011-03-13,221515900,2485,15,1860,68.0726,-236.5375,2
331,2011,2011-03-13,222415962,4130,24,662,68.13579999999999,-236.5427,2
310,2011,2011-03-14,110308831,2000,3,310,34.0219,-118.28,1
440,2011,2011-03-14,774146667,10779,41,3080,238.4382,-827.8895,7
745,2011,2011-03-14,110207654,1930,2,745,34.061,-118.2615,1
350,2011,2011-03-14,110207696,1710,2,350,34.0526,-118.2728,1
930,2011,2011-03-14,222617301,3135,26,1860,68.0315,-236.5411,2
510,2011,2011-03-14,552838412,7040,28,2550,170.3859,-591.338,5
626,2011,2011-03-14,222616688,3640,26,1252,68.0212,-236.531,2
330,2011,2011-03-14,221315399,2330,13,660,68.1704,-236.53230000000002,2
813,2011,2011-03-14,110207681,1200,2,813,34.064,-118.2747,1
210,2011,2011-03-14,330623051,4190,6,630,102.1565,-354.8283,3
624,2011,2011-03-14,553239698,6080,32,3120,170.2034,-591.3466999999999,5
354,2011,2011-03-14,442630838,4900,26,1416,136.3308,-473.0884,4
230,2011,2011-03-14,220415261,530,4,460,68.14359999999999,-236.55360000000002,2
812,2011,2011-03-14,221516111,2610,15,1624,68.10759999999999,-236.5448,2
510,2011,2011-03-15,221516148,4400,15,1020,68.0801,-236.5357,2
210,2011,2011-03-15,330623162,4515,6,630,102.1667,-354.8121,3
341,2011,2011-03-15,110107748,237,1,341,34.0343,-118.262,1
930,2011,2011-03-15,221416123,2575,14,1860,68.0402,-236.5352,2
624,2011,2011-03-15,331623792,5995,16,1872,102.11080000000001,-354.80879999999996,3
740,2011,2011-03-15,110107758,2200,1,740,34.0444,-118.2628,1
813,2011,2011-03-15,111308542,1,13,813,34.0296,-118.2614,1
420,2011,2011-03-15,221315508,3300,13,840,68.15180000000001,-236.5454,2
310,2011,2011-03-15,331623914,3770,16,930,102.0974,-354.8084,3
354,2011,2011-03-15,330623195,3650,6,1062,102.1909,-354.7999,3
330,2011,2011-03-15,221416140,2340,14,660,68.06739999999999,-236.5283,2
626,2011,2011-03-15,222215600,1700,22,1252,68.19669999999999,-236.5274,2
121,2011,2011-03-15,110208184,1,2,121,34.0509,-118.2642,1
440,2011,2011-03-15,221516199,2830,15,880,68.0946,-236.5435,2
624,2011,2011-03-16,442831839,6710,28,2496,136.22659999999996,-473.0778,4
510,2011,2011-03-16,221315639,3980,13,1020,68.1819,-236.54579999999999,2
745,2011,2011-03-16,111107851,1900,11,745,34.0845,-118.2622,1
860,2011,2011-03-16,110207752,1200,2,860,34.0416,-118.2779,1
810,2011,2011-03-16,110208144,1312,2,810,34.0699,-118.2777,1
740,2011,2011-03-16,222416301,2350,24,1480,68.1112,-236.5389,2
956,2011,2011-03-16,111107852,1200,11,956,34.1312,-118.2678,1
341,2011,2011-03-16,111308443,800,13,341,34.0097,-118.2704,1
330,2011,2011-03-16,886764693,14979,67,2640,272.41200000000003,-946.1487,8
420,2011,2011-03-16,110207778,2200,2,420,34.0585,-118.2725,1
626,2011,2011-03-16,110207757,250,2,626,34.0456,-118.2789,1
354,2011,2011-03-16,222215704,2400,22,708,68.2099,-236.5351,2
440,2011,2011-03-16,331624260,4480,16,1320,102.1668,-354.8057,3
648,2011,2011-03-16,111308421,326,13,648,34.0102,-118.2784,1
350,2011,2011-03-16,111308502,1020,13,350,34.0218,-118.2665,1
930,2011,2011-03-16,220416026,3250,4,1860,68.107,-236.5355,2
230,2011,2011-03-16,111107810,35,11,230,34.1334,-118.26899999999999,1
